01000100001101011101000101000110,00111111000000011100111000001110,00111010100000100011100000000000,00111100111101110111011100000000,
01000000110000011011101101001011,00111011001010100010100000000000,00111101101000100011001000000000,01000001000101101010101011010000,
01000000011101011110011011101101,00111011001010101001100000000000,00111110011100010001110100010000,00111101000000001111010011100000,
00111111111011000100110110111111,01000001000000011110110000001100,00111101001001101111101111100000,01000010000100000001110010010001,
01000000110011110000101010111101,00111101010000001010001100100000,00111011000101101011110000000000,01000000101111111010010101010101,
01000001000001001010010001000011,00111101101110101010111011000000,00111010100000010010000000000000,00111101000010111000001100100000,
01000000101001110010100111101111,01000100010011100011111110110111,00111000111001010000000000000000,01000011101110011110100010011001,
01000000011111010100101011000000,00111010011110011001100000000000,00111110101011110011111101011100,00111101001011001011111010100000,
00111011110000011111111000000000,01000010110000001101011110110000,01000001000111101011000101010011,01000001110000010101110100101001,
00111111001010001100000100101000,00111000111110110100000000000000,01000000010010001100110111100100,01000000100011110010000101000010,
01000001000101110000010010101011,00111101101101110000010011110000,00111110100001101010111000011100,01000010000111011110101101010010,
00111111010100110110111110001000,00111110001101101000000110000000,00111100010000111101010110000000,00111011101110111101100100000000,
00111101001011011000000111100000,00111011110011011001110000000000,00111101100101111111011010000000,00111110011101001000000101100000,
00111111001001011100111110101110,00111011100100111111110100000000,00111001111011100111000000000000,00111110111001001110010110110100,
01000100001101110111011110000100,00111100110001010111111110000000,01000010101001000001100110100000,00111001101101100000000000000000,
00111101100000010110101010010000,00111100000011110100010110000000,00111111010011011001011010100010,00111010100111011011010000000000,
01000001000011001111011001011000,01000010101001101100111111100110,01000000111011111011100000011111,01000100011101000111111011101001,
01000100010101000110110010111010,01000010110001101000101010100111,01000011111010111111100011011100,00111110100100100010010011110000,
01000000100101100100010010111100,01000010101101001010001111000000,00111100000010110110001000000000,00111111101000110000101000001110,
01000100010100100110111010100011,00111001101001011000000000000000,01000001000010000011010001110100,00111010011001110010000000000000,
