10111001,0110011,10010101,01011001,
1001000,0101010,0111111,10010001,
0110100,110,011010,1001101,
1001000,01001000,01000,01110000,
01000110,1011011,0110010,01101111,
011101,0111,10111100,0101001,
100010,0110011,10010010,10001010,
10101010,01011010,01110010,0110,
1011110,1010010,01100110,0101101,
10010101,01101110,01101,01101110,
0100101,0110011,1000101,010,
1011010,10111111,01000101,1001001,
01111010,01110,10011101,01010011,
01010,10001010,10000001,1001110,
10110000,1001100,1000100,01111001,
01011101,01100110,10010101,0100001,
01101010,10011010,10000011,10110000,
10010001,11000000,10011011,10001011,
01011,1010001,01110110,01001111,
10011110,1010111,0111111,10111010,
